barcode,product_name,brands,categories,ingredients_text
0637740481198,Lil'Goodness Milk Chocolate,Lil'Goodness,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, en:confectioneries",
0639382000393,nan,,,
0641341047509,Good life salted pista,Good Life,Pistachios (roasted and salted),
0641606975516,Pumpkin Seeds,rostaa,en:pumpkin-seeds,
0641837433212,nan,,,
0641837433434,Protein Oats,Doctor’s Choice,,
0644906203730,nan,,,
0648575484483,nan,,,
0650245182230,Alaska Fish oil,,,
06522807,nutella,,,
0652509057575,Oreo 7 pack,,,
0655160784422,nan,,Supplements,
0655160784446,nan,,Veg,
0655172771762,Bombay charcoal fw 100g,,,
0655900031205,nan,,,
0655990102960,glow serum,beauty of joseeon,,
0660662088046,Faloda mix,,,
0661706974370,nan,,,
0665878245221,Labhesh Rasraj Poha,Labhesh Rasraj,"poha,flattened rice",
0666538000365,Himalayan,,Mineral waters,
0667554448261,pink chiffon,bath and body works,,
0667555254083,nan,,,
0669025101132,IG bas rice clasic 1 kg,,,
0670087142940,Chicken Jerky,DOKi,,
0670087142964,Doki Chicken Jerky Korean Gochujang,Doki,,
0670087142971,Chicken Jerky Crisps,Doki,,
0670087142988,Buffalo Jerky Smoky,Doki,,
0670087142995,Buffalo Jerky Tokyo Teriyaki,Doki,,
0670087143008,Buffalo Jerky (Kerala Fry),Doki,,
0670087143015,Tellicherry Pepper Buffalo Jerky,Doki Foods,,
0670087143022,Doki Buffalo Jerky,Doki,,
0670087267957,Nice Pakkavada,Nice,,
0670087379759,nan,,,
0676360440031,nan,,,
0676360440079,nan,,juice,
06798725,Loading…,,,
06799241,Parmod jhak mix,jhal mix,Testey,
0680569823984,nan,,,
0682564048096,Kaleva boondi 110g *2,,,
0683125239076,chaumin,Badshah,,
0683125239281,Chartpuri,,,
0683125242472,nan,,,
06832717,Strawberry et Cream,,,
0686603822098,aqua,,en:waters,
0688397896972,Classic Tofu,Health On Plants,,
0689358635531,Kombhucha,Kumbayah,,
0690125103801,Unity biryani rice 1 kg,,,
0690225101127,Basmati rice (raw),India Gate,,
0690225101172,IG bas rice clasic 1kg,,,
0690225103138,rice,India gate,,
0690225106474,India Gate bsmt Regular choice 5kg,,,
0690225106542,Brown Rice India gate 1 kg,India Gate,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Brown rices, en:basmati-rices",
0690225106801,Unity biryani rice,India Gate,en:rices,
0690225109000,Bemisal Shahi pakwan pri rice 1 kg,,,
0690225300520,Jeera Rice,India Gate,,
0690225303903,India Gate Basmati Rice Classic,India Gate,Basmati rices,
0690225305129,daily premium basmati rice,India gate,,
0690225305754,IG daily pri basmati rice 1 kg,,,
0690225306300,0690225306300,,,
0690225307284,Baramati rice,INDIA GATE,Grain,
0690225308373,Pack Includes PRODUCT OF INDIA QUANTITY: M.Code: 2206429N1 Seasoning - 20 g Gravy - 100 g Seasoning - 20 9 Sssat Lic No. 1001801105090 120g PRODUCT 0F INDIA QUANTITY Lic No. 10018011005090 Gravy- 100 g DO NOT USE IF THE INNER POUCH IS LEAKING OR BLOATE SSsat Lic No. 1001801106090,,,
0690225308403,"NET QUANTITY: PRODUCT OF INDIA M.Code: 2206421N0 SUGGESTIONS ssat Ssat SESAME, AND SOY SUNLGHT ONCE OPENED, INNER POUCH IS SEC-62, PRODUCT 0F INDIA M.Code: 2206421NO LEAKING OR BLOATED, USE IF THE INNER POUCH IS",,,
0690225308410,"NET QUANTITY: PRODUCT OF INDIA OPENED, M.Code: 2206423N0 ON: STORE IN M.Code: 2206423NO TED. STORE IN ATELY, DONOT ER POUCH IS AWAY FROM POUCH IS E OPENED, E, AWAY FROM ATELY. DONOT E,AWAY FROM",,,
0690225308427,Kolkata Biryani Masala,Indiagate,,
0690225309134,Pulav Basmati Rice,India Gate,en:basmati-rices,
0690225309950,nan,,,
0690225646284,nan,,,
0690425303284,Basmati Rice,India Gate,"Plant-based foods and beverages,Plant-based foods,Rice",
0692058029630,Jeera Cookies,Global Choice,"Indian Snacks,Cookies,Snacks",
0692707253614,Oreo choco Crm,,,
0692707334009,nan,,,
0693330016935,nan,,,
0694189138724,BOURBON,BRITANNIA,BISCUTS,
0694365849482,Bundeli Jeeraa,Bundeli Jeeraa,drinking,
0694600016983,Bournvita,Unknown Brand,,
0694642218246,Bedekar karada chatni,,,
0694642604247,Bedekar Singh Groundnut chutney,Bedekar,,
0700465999252,Frozen Cranberry,Very Berry Fruits,,
0700465999306,Frozen Blueberries,Very Berry Fruits,,
0700721646531,Advanced Mass And Weight Gainer,Doctors choice,"Doctors-choice,Protein powders",
0701098206885,Rolled Oats,Urban Platter,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Rolled oats",
0701098208452,Nutritional Yeast Flakes,Urban Platter,,
0701098209275,Hazlenut Butter Unblanched,Urban Platter,,
0701098216310,Soya milk powder,,,
0701098222205,Wheat gluten,Urban platter,Cooking helpers,
0701098233645,Jamaica Pepper,Urban Platter,spices,
0701098233652,Psyllium Husk Powder,Urban Platter,,
0701098245433,Mason & Co Sea salt dark chocolate,Mason & Co,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar",
0701098267985,Gochujang,urban platter,,
0701098274600,00 pizza flour,,,
0701098284098,Sour Cream And Onion Seasoning,Urban Platter,,
0701098285941,Fajita Seasoning,Urban Platter,,
0701098289048,nan,,,
0701098296749,Tofu,Urban platter,Tofu,
0702142121581,Frozen Strawberries,Very Berry Fruits,,
0704096603618,nan,,,
0705016520411,nan,,,
0705016600502,Eite 100% Whey Protein Powder Rich Chocolate,Dymatize,,
0705016600519,Protein Powder Gourmet Chocolate Flavour,ISO100 Hydrolyzed Dymatize,,
0705016600625,Protein Powder Cookies And Cream,"Dymatize,ISO100",Whey powder,
0705105713564,Ricotta Gnocchi,Deanos pasta,,
0706502234027,Happy bar,,,
0706502242329,nan,,,
0706502242497,Oat clusters and Ragi flakes eith strawberry,,,
0706502578091,Freeze Dried Poha,Eat Easy,,
0707331116744,nan,,,
0709251504465,Krystal aqua water,,,
0710400003717,nan,,,
0710497449236,Kimia Gold,,,
0710497449281,Safawi Dated,,,
0710779116238,100% Whey Protein,Labrada,,
0710779116313,Labrada muscle mass gainer,Labrada,Weight gainer,
0710779116320,muscle mass gainer,labrada,,
0710779116511,Micellar Casein Protein,Labrada,,
0710779117143,nan,,Suppliment,
0710859306214,Yum Nuts Tangy Tomato,Vittal,Flavoured Cashew,
0710859306245,Yum Nuts Roasted & Salted,Vittal,"Roasted Cashew Nuts,Salted Cashew Nuts",
0711844120556,nan,,,
0712112112112,nan,,,
0712345100009,nan,,,
0712345678904,Farb,,,
07133300,Aa Unbranded Masoor Dal-200g,,,
0714651986377,nan,,Chewing gum,
0716170228938,Bobbi Brown Crushed Oil-Infused Gloss,,,
0717273505049,American Garden Sliced Jalapeno,American Garden,,
0717273505087,nan,American Garden,,
0717273505100,2% Maple Syrup,American Garden,,
0717273505117,BBQ Sauce,American Garden,,
0717273505209,American Garden US Mustard,American Garden,,
0717273505315,U.S. Mayonnaise,American Garden,,
0717273505384,Pancake Syrup,American Garden,,
0717273505476,worcestershire,American garden,"Condiments, Sauces",
0717273703018,Green Stuffed Olives,American Garden,,
0717524111128,Banana,Del Monte,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Tropical fruits,Bananas",
07175420,Nabin boe,,,
0720053853773,nan,,,
0720440245440,Mango Fruit Melts,Happa,,
0720440246270,Apples + Oats,Happa,,
0720444435403,nan,,,
0720444437025,Soy Isolate Chocolate flavour,Nutrija,,
07214776,nan,,,
0721688884330,Beet root chips,Evolve,,
0722220581328,nan,,,
0722221102027,nan,,,
0722777382591,Venetian Spritz,,,
0723172769604,nan,,tea,
0723172770655,green tea,teabox,en:green-teas,
0723172771034,nan,,,
0723172772918,nan,,Tea,
0723172772987,nan,,,
0723751111299,nan,,,
0723803344989,Ginger Snaps,Mo's Bakery,,
07240101,Special Rajgira Laddu,Jai Mathaji,snacks,
0724500997539,Pecan Nut Butter,Butters & More,,
0725000030702,nan,,,
0725765582232,nan,,,
07258879,semester 3,gjfglh,,
0726472031730,Roasted makhana,Taali,Makhana,
0726529044645,"Snap & Crackle Cacao, Almond & Berry Rocks",The cinnamon kitchen,,
0726529044690,"Cacao, Hazelnut & Date Fudge",The Cinnamon Kitchen,,
0726529044737,nan,,,
0726529581058,Brown Bread,Star,,
0726684109173,nan,,moong jor,
0726684147373,Max Whey Isolate,ByBv,,
0726684755806,nan,,Hunny,
0726684791408,Frozen Espresso Shot,Zenma,,
0726872019369,Solo Chicken Jerky,Doki,,
0726872046891,nan,,en:dietary-supplements,
0726872048994,Pork Puffs,Solo,,
0726872049014,Pork Puffs,Doki,,
0726872104423,Chicken Chips,Doki,,
0726872104584,Chicken Chips (Cheddar Cheese),Doki,,
0726872104591,Chicken Chips (Portuguese Peri Peri),Doki,,
0726872104836,Chicken Chips,Doki,,
0726962584753,Ragi Idli & Dosa Batter,Batter Box,,
0726962607278,nan,,"Big Muscle Mass Gainer, en:bodybuilding-supplements",
0726962607315,M BIGMUSCLES NUTRITION,,,
0731777734378,Bacon Chilli Oil,Nomad,,
0731788160036,White Chocolate Peanut Butter,Fitfeast,,
0731788453046,nan,fit nutrition,Energy bars,
0731788468095,Peanut butter Cookie Fudge,FitFeast,,
0731788981396,Almond Drink,AltCo,,
0731946260103,Peanut Curd,One Good,,
0732940998405,Blueberry Greek Yogurt,Agápi,,
0732940998412,Strawberry Greek Yogurt,agápi,,
0732940998429,Mango Flavoured Greek Yogurt,Agapi,,
0732940998436,Greek Yogurt Natural,Agàpi,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",
0732940998450,peach greek yogurt,agapi,,
0732940998467,Greek Yogurt Natural,Agapi,,
0733739014283,nan,,Tri chromium,
0735745146019,ABOVEBOARD,,,
0735745903865,nan,,"Mango,C",
0735850873190,Mint And Chilli Tofu,SoyaRich,,
0735980999920,Raspberry and Strawberry Reserve,The Gourmet Jar,,
0735980999944,Orange Marmalade,The Gourmet Jar,,
0735980999951,Banana Rum Jam,The Gourmet Jar,,
0736140278565,Half cooked Chapathi,Fresh and Tasty,,
0737666073498,Assorted Chocolates,See's Candies,,
0738759759862,Guruvayoor Kutty Pappadam,Kanchana,Papadum,
0738759759923,Kanchana coconut chutney,Kanchana,condiments,
0738759759947,Guruvayoor Special Pappadam,Kanchana,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,Special breads,Papadum",
0741754629276,nan,,HEMZ,
0742488364839,Plant Based Vitamin B12,Rasayanam,,
07427707,nan,,,
0743407842353,nan,,,
0743715017504,collagen refreshers,,,
0743724576535,Guruvayoor Special Pappadam,Kanchana,Papadum,
0743724576900,Payar Vattal,Kanchana,Dried beans,
0744109746192,Almond Dark Chocolate,Darkins,,
0744289167862,Pea Protein Isolate Powder,Nutrija,,
0744365245545,Chocolate Fudge Whey Protein,Byson Nutrition,,
0745125573236,TUTTI FruiTi,NOTTY NUTS,,
0745125573342,sunflower seeds,notty nuts,Sunflower seeds,
0745125856155,GREEN RAISINS,Notty nuts,,
0745125856315,super seed mix,Notty nuts,,
0745125856421,pine nuts,Notty nuts,,
0745125856742,Flax seeds,Notty Nuts,,
0745125993874,nan,,,
0745178166966,IYRA LIFE,IYRA,Waters,
0745178764469,nan,,,
0745314460767,Truffle Coated Peanuts,Atom Eats,,
0745314460835,Strawberry Choco Pretzels,Atom Eats,,
0745314708449,heechki refined oil,heechki,Soybean oils,
0745604521918,nan,,,
0746060449167,Natural Sparkling Juice Dragon Fruit,Flying Kombucha,,
0746272374554,Green tea whole leaf,,,
0746935591410,Orange Popsicle,Get-A-Way,,
0746935596262,Buffalo Curd,Sids Farm,Curd,
0746935596408,Sweet Lassi,Sid's Farm,,
0746935596491,nan,,,
0746935648428,Fresh Dates Safawi,TAZ,dates,
0748927026245,Gold standard 100% Whey Protein,Optimum nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders",
0748927052756,Pre-workout Watermelon Candy,"Optimum nutrition,ON",dietary supplement,
0748927060393,On Micronized Creatine Powder,On,"Dietary supplements,Bodybuilding supplements,Creatine",
0748927061123,ON 100% Gold Standard Whey Chocolate Peanut Butter,Optimum Nutrition,,
0748927065701,gold standard whey protein- vanilla ice cream flavor,optimum nutrition,,
0748927065763,nan,,,
0748927065800,Whey Protein Vanilla Icecream,ON,,
0748927065817,Whey Protein,ON,,
0748927066715,Mass gainer,ON,,
0748927067910,Gold Standard Whey,Optimum Nutrition,,
0748927069648,Gold Nutrition Alphanso Mango,Optimum Nutrition,,
0748927070422,Zonc Magnesium Asparate,On,,
0748927070439,Fish Oil Softgel,Optimum Nutrition,,
0748927070446,MULTIVITAMIN FOR MEN,Optimum Nutrition,,
0748927071276,Peanut Buttery Whey,Optimum Nutrition,,
0748927071894,Gold Standard Whey Protein - Alphonso Mango,Optimum Nutrition,,
0748927072495,Creatine Monohydrate,Optimum Nutrition,,
0748927967913,Whey,Optimum Nutrition,,
0749921050014,Low fat chocolate,L-men,,
0754003725520,Salted Pistachio With Milk Chocolate,Amote,,
0754083602667,Liver detox,Bm,,
0754083603695,The Real Vitamin,BIG MUSCLES NUTRITION,"Multi vitamins capsules, en:dietary-supplements",
0754083605446,Essential Whey Protein,Big Muscle,"Dietary supplements, Bodybuilding supplements, Protein powders, Whey protein",
0754083606825,Creatine Monohydrate,Big muscles,,
0754523755670,Roasted almond,,,
0754523847009,nan,,,
0754590363631,citrus crush,jade forest,,
0754590470124,nan,,Food,
0754590964753,nan,,,
0755757400022,nan,,,
0756970360520,Collagen Hydrolyzed Type I And 3,IgorLabz,,
0757449236414,Barbecue sauce,Le- chef,,
0757901826474,Curd chilly,Kanjana,,
0757953735465,nan,,,
0757953980490,Kesar Pista Kulfi,Kulfi Kulture,,
0758182625097,Cheers,,,
0759159789815,PLANT PROTEIN POWDER,nack,,
0759159789846,Multivitamin morning,Nack,,
0759159789853,Whey Protein,Nack,,
0760412594794,Milk rusk,Dairy fresh,,
0760412595135,Butter rusk,Milma,,
0762497524413,Hot Sauce (Goan Tarvotti),Papa Patel's,,
0764460290899,Peeling solution,,,
0764460291056,The Originote,,,
0764460549850,Protein Chips Cream & Onion,FitFeast,,
0764460991284,Oat Drink,AltCo.,,
0764804138535,Fit warrior,,,
0766679388640,Mangal kalas Atta,,,
0768855437395,Mangoes + Banana Puree,Happa,,
0769503153063,nan,,Carbonated fruit soft drink,
0769503204840,nan,,,
0769503433165,skincare,,,
0769503776569,protein BOMB,Notty nuts,,
0769503843049,Chocolate Overload,Get-A-Way,,
0769503843230,Biscrunch Ice Cream Pastry,Get-A-Whey,,
0769503843346,chocolate cassata,get A whey,,
0769503843384,Berry Bliss Bar,Get-A-Way,,
0769807182202,Earl Grey Iced Tea,Beyond Water,,
0769807182301,Apple Cinnamon Kombucha,Si Nonna's,,
0769807188099,Jumbo rolled Oats,Wingreens Harvest,,
0769807193628,nan,,,
0769807194632,Cottage Cheese,Whyte Farms,,
0769807238183,Rogan Josh,Curryit,,
0769807238206,Chettinad Chicken Curry,Curry iT,,
0769807238213,Dhaba Butter Masala,Curry iT,,
0769807811515,nan,,,
0769915232370,2JC3F,,,
0769947590790,Peach Ice Tea,Osher,,
0770189111612,nan,,,
0773602646159,mac lipstick,mac,lipstick,
07811173,kinley,Unknown Brand,Water,
0783942601053,Mastitis Bytes,,,
0783942606690,chocolate herbal tea,Maison & Co,en:teas,
07841194,nan,,,
0784927150344,Monsoon Harvest Toasted Millet Muesli Cranberry & Almond,Monsoon Harvest,Mueslis,
0784927304785,Gd,Hd,,
0785034813283,nan,,,
0786128001852,Tiramisu Mix,Meron,,
0787090707544,Starzing Dry Mango Chutney Masala,Starzing,condiments,
0787099480257,Tofu,SoyaRich,,
0787099802271,Original Sauerkraut,Bombucha,,
0787099802417,Kamashenu omam seeds,,,
0787099815691,Dark Chocolate And Sea Salt Bar,Wingreens Harvest,,
0787099816575,nan,,Muesli,
0787099825362,whole wheat sourdough,la folie,,
0787099825386,Seeded Multigrain Sourdough bread,La Folie,,
0787099827939,nan,,,
0787099828059,nan,,Sug,
0787099839789,Crunchy Granola Bar Cranberry & Orange,Wingreens Harvest,,
0787099843519,Oats Clusters & Ragi Flakes with Strawberry,Wingreens Harvest,,
0787099843717,Granola Bar Chocolate Espresso,Wingreens Harvest,,
0787790207207,nan,,,
0788000652473,Whole Wheat Frozen Paratha,Jesluck,,
0788000652626,nan,,,
0788364292728,Spicy Mushroom Dimsums,Eat Prot,,
0788364292742,Protein Dimsums,Eat Prot,,
0789458525180,Crispy Rice Thicks,Haim,,
0791689566726,Moong And Beetroot Chilla,Gladful,,
0792649254202,nan,,20,
0793591110370,nan,,,
0793591310053,Kerala Banana chips,Unknown Brand,,
0793591411101,Gram flour,Nice food,,
0793591862477,kerala chips,beyond snacks,Banana crisps,
0794677509798,Advanced Protein,Myofusion,,
0794677510404,nan,,,
0794712506706,nan,,,
0795152983935,nan,,,
0796520377288,manchar Gold Atta,manchar Gold,Atta,
0796548217719,nan,,Chips and fries,
0796548411414,Beyond Snack Banana Chips,Beyond,,
0796554039183,Mango Cheese Cake Chocolate,Ditch The Guilt,,
0796554039572,nan,,,
0796554039619,Gajar Halwa White Brownie,Ditch The Guilt,,
0796554039732,kaju katli cheese cake,DIRCH THE GUILT,WHITE CHOCOLATE,
0796554039794,nan,,chocolate,
0796554738970,nan,,,
0797776518012,nan,,,
0799493287592,AGMARK GINGELLY OIL,SRS,Gingelly Oil,
0799653261141,Cccccc,,,
0799872395306,Chekku Gingelly Oil (with Jaggery),GANGA JAGGERY,Sesame oils,
0800200270001,ICE BREAKERS DUO STRAWBERRY MINTS,Ice Breakers,,
0800811030018,nan,,,
0800811720025,nan,,,
0801092130527,nan,,,
0801541100507,Tulsi Original,Organic india,Teas,
0801541510047,Organic India Moringa Powder 100GM Free Shipping Usda Organic,,,
0801541511457,Organic india mustard oil 1Lt,,,
0801541515042,nan,,,
0801541520404,Organic india Tulsi Detox Kahwa,Organic india,Tea,
0801541520848,Moringa Hibiscus,,,
08016429,nan,Gold,Obc,
0802510845801,Lite Chiwda,NamkeeN,,
0803257320606,Digestive Enzymes,Nutrija,,
08036094,Mixed pickle Mustard (11),,,
0804410415009,Kitkat chunky peanut butter,Nestle,,
0804883000245,BMC Biryani Masala,,,
0804883000405,Chat Masala (Mix spices powder),BMC,Spice Mix,
0804883000948,nan,,,
0806360010099,Lotus night cream,,,
0806360137017,Lotus,,,
0806360320204,White glow,Lotus,,
0806360340509,nan,,,
0806360651209,Lotus,,,
0806447811465,Baik Digunaka Baik Digunakar,,,
0808042000077,DEEP PIRE CLEANSING MILK,,,
0810000026709,nan,,,
0810036563031,Condensed Milk,Pampa,,
0810086030095,Soan Papdi,Bhikharam Chandmal,Sweet snacks,
0810113510811,Collagen Peptides,Gorilla mind,,
0810182790985,Prosupps Whey,Prosupps,,
0811307030344,Taali Roasted Makhna,Taali,"Fats, Sweeteners, Sugars, Calories, Carbohydrates, Protein, Sodium",
0811307030405,taali p,Taali,,
0811307031006,Protien Puffs,,,
0811307031051,nan,,,
0811307031587,PEANUTS SALTED,TAALI,Salted peanuts,
0811307031594,Talli peanuts hing zeera,,,
0811307031662,Ggui,Bhh,,
0811307031709,Talli peanuts masala,,,
0811307031716,peanuts,GD NUTS,,
0811307031778,Roasted Makhana,Taali,,
0811307032478,Crispy Coated Peanuts,Taali,,
0811307032836,Salted Peanuts,Taali,,
0811307033062,Korean Protein Puffs,Protein Puffs,Snacks,
0811307033079,Taali peanuts,,,
0811307033109,Korean Style Peanuts,Taali,,
0811307033154,nan,,,
0811307033406,Talli Masala,,,
0811307033574,Wasabi Coated Peanuts,Taali,,
0811307033857,JumboZ Swiss Cheese,Taali,,
0811594100102,0811594100102,Unknown Brand,,
0813210000018,Basa Fish,IFB,,
0814784025315,nan,Sunwarrior,,
0815082009113,nan,,Bee products,
0815865000115,nan,,,
0816170023042,GAT EAA,,,
0816170023905,Nitraflex,Gat,,
08164317,nan,,,
0818403103750,Shri Ram badam laccha 350g,,,
0820294007178,BC COMBI,CHANDMAL,,
0820294212381,All In One Namkeen,Bc,,
0820294212428,BC Moong Dal,,,
0820294212589,kaju cornflakes,Bhikharam Chandmal,en:breakfast-cereals,
0820294212848,BC CHATKAT Bhelpuri,,,
0822182724112,nan,,,
0822870444445,suruchi black salt 100 g,,,
08260105,nan,,,
0827016052669,Vinod 2 Tier Steamer,Vinod,,
0834266001583,nan,Unknown Brand,,
0839423004223,Potato Chips Salted,Samrat,,
0839423009051,peanut crunch sing chikki,samrat,Peanut bars,
0839640004198,nan,,,
0840205709366,Special dry cake,,,
0840205712915,Potata,Pran,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits",
0840205718573,Potata,Pran,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",
0840205719198,nan,,c,
0840205719266,nan,,,
0840205724765,Pran Potata Cream & Onion Flavoured Potato Biscuit,Pran,biscuits,
0840205726820,PRAN Cheese Flavoured Biscuits,pran,,
0840222000149,LG Hing Powder (asafoetida),L.G.,,
0840222000446,LG mutton masala,LG,spice mix,
0841165115532,nan,,,
0841165115549,Mr Noodles,Pran,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",
0841165116751,potata,pran,,
0841165131716,nan,,,
0841165141203,puddinh,Pran,,
0841541000001,Lait de soja non sucré,,,
0841541000018,Soy Drink,So Good,,
0841541000223,Boisson soja,,,
0841541000360,UNSWEETENED,so good,,
0841541000421,Caramel,So Good,Oat milk with caramel,
0841541000605,Chocolat soy milk,,,
0841541001008,Almond vanillia,So Good,Boissons végétales d'amande,
0841541001022,Almond Beverage - Vanilla,So Good,,
0841541001121,pLANT-BASED,,,
0841970010466,Basmati rice and kadhi pakoda,Neesa,,
0842595106121,Cellucor C4,Cellucor,Dietary supplements,
0846203000061,nan,,Snacks,
0846203000238,nan,,,
0846203000825,nan,,Food,
0846203001846,nan,,,
